Symbol,Name,CIK,Sector,Industry,MarketCapitalization,EBITDA,PERatio
AVD,American Vanguard Corporation,5981,LIFE SCIENCES,AGRICULTURAL CHEMICALS,655232000,72390000,23.56
AVDL,Avadel Pharmaceuticals PLC,1012477,LIFE SCIENCES,PHARMACEUTICAL PREPARATIONS,439247000,-94028000,None
AVDX,AvidXchange Holdings Inc,1858257,TECHNOLOGY,SERVICES-PREPACKAGED SOFTWARE,1798280000,-73474000,None
AVEO,AVEO Pharmaceuticals Inc,1325879,LIFE SCIENCES,PHARMACEUTICAL PREPARATIONS,519013000,-24426000,None
AVGO,Broadcom Inc,1730168,MANUFACTURING,SEMICONDUCTORS & RELATED DEVICES,230852772000,19270001000,20.87
AVGR,Avinger Inc,1506928,LIFE SCIENCES,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,8699000,-16396000,None
AVHI,Achari Ventures Holdings Corp I,1844507,REAL ESTATE & CONSTRUCTION,BLANK CHECKS,127875000,None,21.54
AVID,Avid Technology Inc,896841,LIFE SCIENCES,PHOTOGRAPHIC EQUIPMENT & SUPPLIES,1112815000,59977000,25.22
AVIR,Atea Pharmaceuticals Inc,1593899,LIFE SCIENCES,PHARMACEUTICAL PREPARATIONS,382290000,30593000,13.11
AVNS,Avanos Medical Inc,1606498,LIFE SCIENCES,"ORTHOPEDIC, PROSTHETIC & SURGICAL APPLIANCES & SUPPLIES",1235906000,107600000,27.98
AVNT,Avient Corp,1122976,LIFE SCIENCES,"PLASTIC MATERIALS, SYNTH RESINS & NONVULCAN ELASTOMERS",2994770000,576800000,16.22
AVNW,Aviat Networks Inc,1377789,MANUFACTURING,RADIO & TV BROADCASTING & COMMUNICATIONS EQUIPMENT,353074000,32040000,26.43
AVO,Mission Produce Inc,1802974,LIFE SCIENCES,AGRICULTURAL SERVICES,875529000,37100000,37.55
AVPT,Avepoint Inc,1777921,REAL ESTATE & CONSTRUCTION,BLANK CHECKS,797085000,-37360000,None
AVRO,AVROBIO Inc,1681087,LIFE SCIENCES,"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)",34288300,-106598000,None
AVT,Avnet Inc,8858,TRADE & SERVICES,"WHOLESALE-ELECTRONIC PARTS & EQUIPMENT, NEC",3819932000,1202910000,5.37
AVTE,Aerovate Therapeutics Inc,1798749,LIFE SCIENCES,PHARMACEUTICAL PREPARATIONS,686728000,-45597000,0.964
AVTR,Avantor Inc,1722482,LIFE SCIENCES,LABORATORY ANALYTICAL INSTRUMENTS,13848151000,1602700000,22.09
AVTX,Avalo Therapeutics Inc,1534120,LIFE SCIENCES,PHARMACEUTICAL PREPARATIONS,47164600,-46122000,None
AVXL,Anavex Life Sciences Corp,1314052,TRADE & SERVICES,SERVICES-COMMERCIAL PHYSICAL & BIOLOGICAL RESEARCH,658777000,None,None
AVY,Avery Dennison Corp,8818,MANUFACTURING,CONVERTED PAPER & PAPERBOARD PRODS (NO CONTANERS/BOXES),14478067000,1381500000,18.08
AVYA,Avaya Holdings Corp,1418100,MANUFACTURING,TELEPHONE & TELEGRAPH APPARATUS,17369400,247000000,None
AWH,Aspira Womens Health Inc,926617,LIFE SCIENCES,IN VITRO & IN VIVO DIAGNOSTIC SUBSTANCES,39548900,-35851000,None
AWI,Armstrong World Industries Inc,7431,MANUFACTURING,"PLASTICS PRODUCTS, NEC",3165802000,303200000,16.87
AWK,American Water Works,1410636,ENERGY & TRANSPORTATION,WATER SUPPLY,27823321000,1954000000,21.11
AWR,American States Water Company,1056903,ENERGY & TRANSPORTATION,WATER SUPPLY,3425906000,178337000,42.91
AWRE,Aware Inc,1015739,TECHNOLOGY,SERVICES-PREPACKAGED SOFTWARE,39413700,-6640000,None
AX,Axos Financial Inc,1299709,FINANCE,"SAVINGS INSTITUTION, FEDERALLY CHARTERED",2248774000,None,9.61
AXAC,AXIOS Sustainable Growth,1898019,REAL ESTATE & CONSTRUCTION,BLANK CHECKS,226021000,None,None
AXDX,Accelerate Diagnostics Inc,727207,LIFE SCIENCES,LABORATORY ANALYTICAL INSTRUMENTS,56705000,-65216000,None
AXGN,Axogen Inc,805928,LIFE SCIENCES,ELECTROMEDICAL & ELECTROTHERAPEUTIC APPARATUS,430478000,-26356000,None
AXL,American Axle & Manufacturing,1062231,MANUFACTURING,MOTOR VEHICLE PARTS & ACCESSORIES,878629000,748300000,255.67
AXLA,Axcella Health Inc,1633070,LIFE SCIENCES,"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)",22985900,-72880000,None
AXNX,Axonics Modulation Technologies Inc,1603756,LIFE SCIENCES,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,3113951000,-48076000,None
AXON,Axovant Sciences Ltd,1069183,MANUFACTURING,"ORDNANCE & ACCESSORIES, (NO VEHICLES/GUIDED MISSILES)",12158253000,67091000,117.02
AXP,American Express Company,4962,FINANCE,FINANCE SERVICES,109858202000,None,14.75
AXR,AMREP Corporation,6207,MANUFACTURING,PERIODICALS: PUBLISHING OR PUBLISHING & PRINTING,60252000,22253000,4.514
AXS,AXIS Capital Holdings Ltd,1214816,FINANCE,"FIRE, MARINE & CASUALTY INSURANCE",4572013000,304865000,13.24
AXSM,Axsome Therapeutics Inc,1579428,LIFE SCIENCES,PHARMACEUTICAL PREPARATIONS,3187483000,-149050656,None
AXTA,Axalta Coating Systems Ltd,1616862,LIFE SCIENCES,"PAINTS, VARNISHES, LACQUERS, ENAMELS & ALLIED PRODS",5639869000,743500000,27.49
AXTI,AXT Inc,1051627,MANUFACTURING,SEMICONDUCTORS & RELATED DEVICES,191635000,24632000,11
AY,Atlantica Sustainable Infrastructure PLC,1601072,ENERGY & TRANSPORTATION,ELECTRIC SERVICES,3069655000,691665000,None
AYI,Acuity Brands Inc,1144215,MANUFACTURING,ELECTRIC LIGHTING & WIRING EQUIPMENT,5336009000,604900000,15.01
AYLA,Ayala Pharmaceuticals Inc,1797336,LIFE SCIENCES,"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)",6298800,-37393000,None
AYRO,AYRO Inc,1086745,TECHNOLOGY,"COMMUNICATIONS SERVICES, NEC",15548600,-24195624,None
AYTU,Aytu BioScience Inc,1385818,LIFE SCIENCES,PHARMACEUTICAL PREPARATIONS,11861600,-19608000,None
AYX,Alteryx Inc,1689923,TECHNOLOGY,SERVICES-PREPACKAGED SOFTWARE,3387620000,-232875008,None
AZ,A2Z Smart Technologies Corp,1866030,TECHNOLOGY,"GENERAL INDUSTRIAL MACHINERY & EQUIPMENT, NEC",42300800,-15697000,None
AZEK,Azek Company Inc,1782754,MANUFACTURING,"PLASTICS PRODUCTS, NEC",3085767000,249846000,42.56
AZN,AstraZeneca PLC ADR,901832,LIFE SCIENCES,PHARMACEUTICAL PREPARATIONS,210304696000,13648000000,106.03
AZO,AutoZone Inc,866787,TRADE & SERVICES,RETAIL-AUTO & HOME SUPPLY STORES,45612847000,3691163000,20.66
AZPN,Aspen Technology Inc,1897982,TECHNOLOGY,SERVICES-COMPUTER PROGRAMMING SERVICES,13050634000,262902000,62.22
AZRE,Azure Power Global Ltd,1633438,ENERGY & TRANSPORTATION,ELECTRIC SERVICES,300917000,15424000000,None
AZTA,Azenta Inc,933974,TECHNOLOGY,"SPECIAL INDUSTRY MACHINERY, NEC",4443452000,29679000,1.997
AZUL,Azul SA,1432364,ENERGY & TRANSPORTATION,"AIR TRANSPORTATION, SCHEDULED",753063000,374693000,5.32
AZYO,Aziyo Biologics Inc,1708527,LIFE SCIENCES,"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)",61273000,-25248000,None
AZZ,AZZ Incorporated,8947,MANUFACTURING,ELECTRIC LIGHTING & WIRING EQUIPMENT,966891000,237433000,10.0
B,Barnes Group Inc,9984,MANUFACTURING,MISCELLANEOUS FABRICATED METAL PRODUCTS,1999996000,239735000,77.55
BA,The Boeing Company,12927,MANUFACTURING,AIRCRAFT,112193798000,-2680999936,None
BABA,Alibaba Group Holding Ltd,1577552,TRADE & SERVICES,"SERVICES-BUSINESS SERVICES, NEC",234234249000,146090000000,114.92
BAC,Bank of America Corp,70858,FINANCE,NATIONAL COMMERCIAL BANKS,260488315000,None,10.28
BACA,Berenson Acquisition Corp I,1869673,REAL ESTATE & CONSTRUCTION,BLANK CHECKS,345422000,None,12.6
BACK,IMAC Holdings Inc,1729944,LIFE SCIENCES,"SERVICES-SPECIALTY OUTPATIENT FACILITIES, NEC",6554200,-8358608,None
BAFN,Bayfirst Financial Corp,1649739,FINANCE,STATE COMMERCIAL BANKS,66020000,None,3.641
BAH,Booz Allen Hamilton Holding,1443646,TRADE & SERVICES,SERVICES-MANAGEMENT CONSULTING SERVICES,13747537000,948220000,26.39
BAK,Braskem SA Class A,1071438,LIFE SCIENCES,INDUSTRIAL ORGANIC CHEMICALS,3651054000,16214018000,10.08
BALL,Ball Corporation,9389,MANUFACTURING,METAL CANS,16207690000,2130000000,17.38
BALY,Bally's Corp,1747079,REAL ESTATE & CONSTRUCTION,HOTELS & MOTELS,916397000,462445000,None
BAM,Brookfield Asset Management Inc,1001085,TECHNOLOGY,GENERAL,11566080000,23956001000,13.55
BANC,Banc of California Inc,1169770,FINANCE,NATIONAL COMMERCIAL BANKS,931864000,None,9.87
BAND,Bandwidth Inc,1514416,TECHNOLOGY,SERVICES-PREPACKAGED SOFTWARE,600188000,13144000,None
BANF,BancFirst Corporation,760498,FINANCE,NATIONAL COMMERCIAL BANKS,2910692000,None,16.96
BANR,Banner Corporation,946673,FINANCE,STATE COMMERCIAL BANKS,2153653000,None,11.39
BANX,Arrowmark Financial Corp,1578987,TECHNOLOGY,GENERAL,125361000,None,22.63
BAOS,Baosheng Media Group Holdings Ltd,1811216,TRADE & SERVICES,"SERVICES-BUSINESS SERVICES, NEC",8140700,-12736268,None
BAP,Credicorp Ltd,1001290,FINANCE,"COMMERCIAL BANKS, NEC",10676511000,None,9.01
BARK,Original Bark Co,1819574,TRADE & SERVICES,"RETAIL-RETAIL STORES, NEC",251672000,-91704000,None
BASE,Couchbase Inc,1845022,TECHNOLOGY,SERVICES-PREPACKAGED SOFTWARE,582710000,-62567000,12.06
BAX,Baxter International Inc,10456,LIFE SCIENCES,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,25291749000,2956000000,25.09
BB,BlackBerry Ltd,1070235,TECHNOLOGY,SERVICES-PREPACKAGED SOFTWARE,1981666000,-91000000,None
BBAI,BigBearai Holdings Inc,1836981,TECHNOLOGY,SERVICES-PREPACKAGED SOFTWARE,92560000,-87190000,None
BBAR,BBVA Banco Frances SA ADR,913059,FINANCE,"COMMERCIAL BANKS, NEC",729126000,None,7.29
BBBY,Bed Bath & Beyond Inc,886158,TRADE & SERVICES,"RETAIL-HOME FURNITURE, FURNISHINGS & EQUIPMENT STORES",302634000,-347430016,None
BBCP,Concrete Pumping Holdings Class A,1703956,REAL ESTATE & CONSTRUCTION,CONSTRUCTION - SPECIAL TRADE CONTRACTORS,335071000,102418000,14.44
BBD,Banco Bradesco SA ADR,1160330,FINANCE,STATE COMMERCIAL BANKS,30962942000,None,6.6
BBDC,Barings BDC Inc,1379785,TECHNOLOGY,GENERAL,897864000,55766000,34.38
BBDO,Banco Bradesco S/A ADR,1160330,FINANCE,STATE COMMERCIAL BANKS,29448305000,None,5.91
BBGI,Beasley Broadcast Group Inc,1099160,TECHNOLOGY,RADIO BROADCASTING STATIONS,29845300,24453600,5.32
BBIG,Vinco Ventures Inc,1717556,MANUFACTURING,"GAMES, TOYS & CHILDREN'S VEHICLES (NO DOLLS & BICYCLES)",122795000,-95217984,None
BBIO,BridgeBio Pharma Inc,1743881,LIFE SCIENCES,PHARMACEUTICAL PREPARATIONS,1177926000,-505872992,None
BBLG,Bone Biologics Corp,1419554,LIFE SCIENCES,"ORTHOPEDIC, PROSTHETIC & SURGICAL APPLIANCES & SUPPLIES",3213400,-824964,None
BBLN,Babylon Holdings Ltd,1866390,LIFE SCIENCES,SERVICES-HEALTH SERVICES,168180000,-356272992,None
BBSI,Barrett Business Services Inc,902791,TRADE & SERVICES,SERVICES-HELP SUPPLY SERVICES,656991000,61116000,14.93
BBU,Brookfield Business Partners LP,1654795,REAL ESTATE & CONSTRUCTION,CONSTRUCTION - SPECIAL TRADE CONTRACTORS,1261069000,5319000000,38.3
BBUC,Brookfield Business Corp,1871130,REAL ESTATE & CONSTRUCTION,CONSTRUCTION - SPECIAL TRADE CONTRACTORS,1378772000,1229000000,1.827
BBVA,Banco Bilbao Viscaya Argentaria SA ADR,842180,FINANCE,"COMMERCIAL BANKS, NEC",36214399000,None,5.93
BBW,Build-A-Bear Workshop Inc,1113809,TRADE & SERVICES,"RETAIL-HOBBY, TOY & GAME SHOPS",342504000,67901000,7.19
BBWI,Bath & Body Works Inc.,701985,TRADE & SERVICES,RETAIL-WOMEN'S CLOTHING STORES,9579725000,1976000000,11.4
BBY,Best Buy Co Inc,764478,TRADE & SERVICES,"RETAIL-RADIO, TV & CONSUMER ELECTRONICS STORES",17802902000,2977000000,12.04
BC,Brunswick Corporation,14930,TECHNOLOGY,ENGINES & TURBINES,5179864000,1152400000,8.47
BCAB,Bioatla Inc,1826892,LIFE SCIENCES,"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)",310636000,-101853000,None
BCAN,BYND Cannasoft Enterprises Inc. Common Stock,1888151,TECHNOLOGY,GENERAL,143966000,-1466617,95
BCAT,BlackRock Capital Allocation Trust,1809541,TECHNOLOGY,GENERAL,1530862000,None,12.55
BCBP,BCB Bancorp Inc,1228454,FINANCE,"SAVINGS INSTITUTION, FEDERALLY CHARTERED",304723000,None,7.22
BCC,Boise Cascad Llc,1328581,TRADE & SERVICES,WHOLESALE-LUMBER & OTHER CONSTRUCTION MATERIALS,2797631000,1319589000,3.1
BCDA,Biocardia Inc,925741,LIFE SCIENCES,"ORTHOPEDIC, PROSTHETIC & SURGICAL APPLIANCES & SUPPLIES",36376600,-12268000,None
BCE,BCE Inc,718940,TECHNOLOGY,TELEPHONE COMMUNICATIONS (NO RADIOTELEPHONE),40079688000,8679999000,19.33
BCEL,Atreca Inc,1532346,LIFE SCIENCES,PHARMACEUTICAL PREPARATIONS,32215000,-102455000,None
BCH,Banco De Chile,1161125,FINANCE,"COMMERCIAL BANKS, NEC",10126953000,None,5.55
BCLI,Brainstorm Cell Therapeutics Inc,1137883,LIFE SCIENCES,"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)",62121000,-25834000,None
BCML,BayCom Corp,1730984,FINANCE,STATE COMMERCIAL BANKS,244252000,None,9.5
BCO,Brinks Company,78890,ENERGY & TRANSPORTATION,ARRANGEMENT OF TRANSPORTATION OF FREIGHT & CARGO,2513852000,591200000,15.12
BCOR,Blucora Inc,1068875,TECHNOLOGY,SERVICES-COMPUTER PROCESSING & DATA PREPARATION,1208118000,90790000,42.76
BCOV,Brightcove Inc,1313275,TECHNOLOGY,SERVICES-COMPUTER PROCESSING & DATA PREPARATION,218775000,5296000,None
BCOW,1895 of Wisconsin Inc Bancorp,1847360,FINANCE,"SAVINGS INSTITUTIONS, NOT FEDERALLY CHARTERED",65615000,None,None
BCPC,Balchem Corporation,9326,LIFE SCIENCES,CHEMICALS & ALLIED PRODUCTS,3881599000,196033000,36.06
BCRX,BioCryst Pharmaceuticals Inc,882796,LIFE SCIENCES,"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)",2134555000,-160088992,None
BCS,Barclays PLC ADR,312069,FINANCE,"COMMERCIAL BANKS, NEC",30803366000,None,5.18
BCSA,Blockchain Coinvestors Acquisition Corp I,1873441,REAL ESTATE & CONSTRUCTION,BLANK CHECKS,424377000,None,None
BCSF,Bain Capital Specialty Finance Inc,1655050,TECHNOLOGY,GENERAL,809611000,None,9.65
BCTX,Briacell Therapeutics Corp,1610820,LIFE SCIENCES,PHARMACEUTICAL PREPARATIONS,71426000,-18392010,460
BCYC,Bicycle Therapeutics Ltd,1761612,LIFE SCIENCES,PHARMACEUTICAL PREPARATIONS,891279000,-99756000,None
BDC,Belden Inc,913142,MANUFACTURING,DRAWING & INSULATING OF NONFERROUS WIRE,3133798000,431725000,21.79
BDN,Brandywine Realty Trust,790816,REAL ESTATE & CONSTRUCTION,REAL ESTATE INVESTMENT TRUSTS,1068654000,221225000,36.53
BDSX,Biodesix Inc,1439725,LIFE SCIENCES,SERVICES-MEDICAL LABORATORIES,126218000,-44741000,None
BDTX,Black Diamond Therapeutics Inc,1701541,LIFE SCIENCES,"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)",46912400,-96551000,None
BDX,Becton Dickinson and Company,10795,LIFE SCIENCES,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,72337678000,4864000000,47.3
BDX,Becton Dickinson and Company,10795,LIFE SCIENCES,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,72337678000,4864000000,47.3
BDXB,Becton Dickinson and Company,10795,LIFE SCIENCES,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,None,4864000000,7.89
BE,Bloom Energy Corp,1664703,MANUFACTURING,ELECTRICAL INDUSTRIAL APPARATUS,3616667000,-129395504,None
BEAM,Beam Therapeutics Inc,1745999,LIFE SCIENCES,"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)",2844129000,-145188000,None
BEAT,Heartbeam Inc,1779372,LIFE SCIENCES,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,36341000,None,None
BECN,Beacon Roofing Supply Inc,1124941,TRADE & SERVICES,WHOLESALE-LUMBER & OTHER CONSTRUCTION MATERIALS,3502212000,886200000,23.36
BEDU,Bright Scholar Education Holdings Ltd Class A,1696355,TRADE & SERVICES,SERVICES-EDUCATIONAL SERVICES,74793000,59490000,30.61
BEEM,Beam Global,1398805,MANUFACTURING,SEMICONDUCTORS & RELATED DEVICES,161933000,-9350679,None
BEKE,Ke Holdings Inc,1809587,REAL ESTATE & CONSTRUCTION,REAL ESTATE AGENTS & MANAGERS (FOR OTHERS),18630220000,-463430016,None
BEN,Franklin Resources Inc,38777,FINANCE,INVESTMENT ADVICE,13283274000,2423900000,10.51
BEP,Brookfield Renewable Partners LP,1533232,ENERGY & TRANSPORTATION,ELECTRIC SERVICES,16540591000,2996000000,None
BEPC,Brookfield Renewable Corp,1791863,ENERGY & TRANSPORTATION,ELECTRIC SERVICES,4840865000,2434000000,7.34
BEPH,BEPH,1533232,ENERGY & TRANSPORTATION,ELECTRIC SERVICES,None,None,None
BEPI,BEPI,1533232,ENERGY & TRANSPORTATION,ELECTRIC SERVICES,None,None,None
BEPI,BEPI,1533232,ENERGY & TRANSPORTATION,ELECTRIC SERVICES,None,None,None
BERY,Berry Global Group Inc,1378992,MANUFACTURING,"PLASTICS PRODUCTS, NEC",7305767000,2105000000,10.2
BEST,BEST Inc,1709505,ENERGY & TRANSPORTATION,TRUCKING & COURIER SERVICES (NO AIR),46539100,-1898178944,0.599
BFAC,Battery Future Acquisition Corp,1880441,REAL ESTATE & CONSTRUCTION,BLANK CHECKS,443325000,None,None
BFAM,Bright Horizons Family Solutions Inc,1437578,TRADE & SERVICES,SERVICES-CHILD DAY CARE SERVICES,3456915000,250774000,44.01
BFC,Bank First National Corp,1746109,FINANCE,NATIONAL COMMERCIAL BANKS,839696000,None,16.55
BFH,Bread Financial Holdings Inc,1101215,TRADE & SERVICES,"SERVICES-BUSINESS SERVICES, NEC",1859022000,682000000,4.455
BFI,Burgerfi International Inc,1723580,TRADE & SERVICES,RETAIL-EATING PLACES,29374200,-3598000,None
BFIN,BankFinancial Corporation,1303942,FINANCE,"SAVINGS INSTITUTION, FEDERALLY CHARTERED",127930000,None,13.75
BFLY,Butterfly Network Inc,1804176,LIFE SCIENCES,X-RAY APPARATUS & TUBES & RELATED IRRADIATION APPARATUS,473336000,-182068000,None
BFRI,Biofrontera Inc,1858685,LIFE SCIENCES,PHARMACEUTICAL PREPARATIONS,24830100,-10168000,None
BFS,Saul Centers Inc,907254,REAL ESTATE & CONSTRUCTION,REAL ESTATE INVESTMENT TRUSTS,1332003000,154545000,24.69
BFST,Business First Bancshares Inc,1624322,FINANCE,STATE COMMERCIAL BANKS,551810000,None,9.9
BG,Bunge Limited,1144519,MANUFACTURING,FATS & OILS,14547078000,2935000000,9.89
BGCP,BGC Partners Inc,1094831,FINANCE,"SECURITY & COMMODITY BROKERS, DEALERS, EXCHANGES & SERVICES",1418697000,None,11.97
BGFV,Big 5 Sporting Goods Corporation,1156388,TRADE & SERVICES,RETAIL-MISCELLANEOUS SHOPPING GOODS STORES,201655000,75174000,4.568
BGNE,BeiGene Ltd,1651308,LIFE SCIENCES,PHARMACEUTICAL PREPARATIONS,23908342000,-1836030976,None
BGRY,Berkshire Grey Inc,1824734,REAL ESTATE & CONSTRUCTION,BLANK CHECKS,155547000,-127690000,0.356
BGS,B&G Foods Inc,1278027,MANUFACTURING,FOOD AND KINDRED PRODUCTS,834933000,263648000,21.98
BGSF,BG Staffing Inc,1474903,TRADE & SERVICES,SERVICES-HELP SUPPLY SERVICES,155397000,23302500,11.04
BGSX,Build Acquisition Corp,1838666,REAL ESTATE & CONSTRUCTION,BLANK CHECKS,249250000,None,41.54
BGXX,Bright Green Corp,1886799,LIFE SCIENCES,MEDICINAL CHEMICALS & BOTANICAL PRODUCTS,68821000,-25889512,None
BH,Biglari Holdings Inc,1726173,TRADE & SERVICES,RETAIL-EATING PLACES,431607000,79674000,None
BHAC,Barington/Hilco Acquisition,1851612,REAL ESTATE & CONSTRUCTION,BLANK CHECKS,288362000,None,12.52
BHAT,Blue Hat Interactive Entertainment ,1759136,MANUFACTURING,"GAMES, TOYS & CHILDREN'S VEHICLES (NO DOLLS & BICYCLES)",4209100,-38656040,None
BHC,Bausch Health Companies Inc,885590,LIFE SCIENCES,PHARMACEUTICAL PREPARATIONS,2365786000,2947000000,9.07
BHE,Benchmark Electronics Inc,863436,MANUFACTURING,PRINTED CIRCUIT BOARDS,949757000,130300000,16.56
BHF,Brighthouse Financial Inc,1685040,FINANCE,LIFE INSURANCE,3534601000,2216750000,4.212
BHG,Bright Health Group Inc,1671284,FINANCE,HOSPITAL & MEDICAL SERVICE PLANS,345976000,-1326407936,None
BHIL,Benson Hill Inc,1830210,MANUFACTURING,FOOD AND KINDRED PRODUCTS,472800000,-99926000,None
BHLB,Berkshire Hills Bancorp Inc,1108134,FINANCE,"SAVINGS INSTITUTIONS, NOT FEDERALLY CHARTERED",1324638000,None,16.72
BHP,BHP Group Limited,811809,ENERGY & TRANSPORTATION,METAL MINING,225032995000,37647999000,7.78
BHR,Braemar Hotel & Resorts Inc,1574085,REAL ESTATE & CONSTRUCTION,REAL ESTATE INVESTMENT TRUSTS,278680000,139392000,73.52
BHR,Braemar Hotel & Resorts Inc,1574085,REAL ESTATE & CONSTRUCTION,REAL ESTATE INVESTMENT TRUSTS,278680000,139392000,73.52
BHVN,Biohaven Pharmaceutical Holding Co Ltd,1935979,LIFE SCIENCES,PHARMACEUTICAL PREPARATIONS,934487000,-403704000,None
BIAF,bioAffinity Technologies Inc.,1712762,TRADE & SERVICES,SERVICES-COMMERCIAL PHYSICAL & BIOLOGICAL RESEARCH,15484000,-3043422,None
BIDU,Baidu Inc,1329099,TECHNOLOGY,"SERVICES-COMPUTER PROGRAMMING, DATA PROCESSING, ETC.",39689552000,19780250000,None
BIG,Big Lots Inc,768835,TRADE & SERVICES,RETAIL-VARIETY STORES,394999000,16402000,5.88
BIGC,Bigcommerce Holdings Inc,1626450,TECHNOLOGY,SERVICES-PREPACKAGED SOFTWARE,614499000,-85888000,None
BIGZ,Blackrock Innovation & Growth Trust,1836057,TECHNOLOGY,GENERAL,1586907000,None,None
BIIB,Biogen Inc,875045,LIFE SCIENCES,"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)",40199315000,3490600000,14.59
BILI,Bilibili Inc,1723690,TECHNOLOGY,SERVICES-COMPUTER PROCESSING & DATA PREPARATION,8872141000,-5048315392,None
BILL,Bill Com Holdings Inc,1786352,TECHNOLOGY,SERVICES-PREPACKAGED SOFTWARE,10962413000,-218955008,None
BIMI,Bimi International Medical Inc,1213660,MANUFACTURING,MISCELLANEOUS FABRICATED METAL PRODUCTS,5265600,-10871728,None
BIO,Bio-Rad Laboratories Inc,12208,LIFE SCIENCES,LABORATORY ANALYTICAL INSTRUMENTS,12239681000,666118000,None
BIOC,Biocept Inc,1044378,LIFE SCIENCES,SERVICES-MEDICAL LABORATORIES,8955900,-14491000,None
BIOL,BIOLASE Inc,811240,LIFE SCIENCES,DENTAL EQUIPMENT & SUPPLIES,4431700,-21028000,None
BIOR,Biora Therapeutics Inc,1580063,LIFE SCIENCES,SERVICES-MEDICAL LABORATORIES,33029300,-67042000,None
BIOS,BioPlus Acquisition Corp,1856653,REAL ESTATE & CONSTRUCTION,BLANK CHECKS,299548000,None,None
BIOT,Biotech Acquisition Co,1825413,REAL ESTATE & CONSTRUCTION,BLANK CHECKS,289800000,None,38.77
BIOX,Bioceres Crop Solutions Corp,1769484,LIFE SCIENCES,AGRICULTURAL CHEMICALS,717138000,53970000,None
BIP,Brookfield Infrastructure Partners LP,1406234,ENERGY & TRANSPORTATION,WATER TRANSPORTATION,14304221000,5503000000,119.77
BIPC,Brookfield Infrastructure Corp,1788348,ENERGY & TRANSPORTATION,NATURAL GAS TRANSMISISON & DISTRIBUTION,4459345000,1432000000,16.2
BIPH,Safeplus International Holdings Limited,1788348,ENERGY & TRANSPORTATION,NATURAL GAS TRANSMISISON & DISTRIBUTION,357540,-2889257,None
BIPI,BIP Bermuda Holdings I Limited,1406234,ENERGY & TRANSPORTATION,WATER TRANSPORTATION,None,None,None
BIRD,Allbirds Inc,1653909,MANUFACTURING,APPAREL & OTHER FINISHD PRODS OF FABRICS & SIMILAR MATL,356954000,-52421000,None
BITE,Bite Acquisition Corp,1831270,REAL ESTATE & CONSTRUCTION,BLANK CHECKS,260502000,None,None
BITF,Bitfarms Ltd,1812477,TECHNOLOGY,"SERVICES-COMPUTER PROGRAMMING, DATA PROCESSING, ETC.",92376000,61834000,2.939
BIVI,Biovie Inc,1580149,LIFE SCIENCES,PHARMACEUTICAL PREPARATIONS,208180000,-30310654,None
BJ,BJs Wholesale Club Holdings Inc,1531152,TRADE & SERVICES,RETAIL-VARIETY STORES,8973470000,912293000,18.59
BJDX,Bluejay Diagnostics Inc,1704287,LIFE SCIENCES,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,8179800,-8071941,None
BJRI,BJs Restaurants Inc,1013488,TRADE & SERVICES,RETAIL-EATING PLACES,641879000,54958000,686
BK,Bank of New York Mellon,1390777,FINANCE,STATE COMMERCIAL BANKS,35952296000,None,13.56
BKCC,BlackRock Kelso Capital Corporation,1326003,TECHNOLOGY,GENERAL,262710000,None,17.24
BKD,Brookdale Senior Living Inc,1332349,LIFE SCIENCES,SERVICES-NURSING & PERSONAL CARE FACILITIES,506244000,191669000,None
BKDT,BKDT,1332349,LIFE SCIENCES,SERVICES-NURSING & PERSONAL CARE FACILITIES,None,None,None
BKE,Buckle Inc,885245,TRADE & SERVICES,RETAIL-FAMILY CLOTHING STORES,2208552000,346042000,8.7
BKH,Black Hills Corporation,1130464,ENERGY & TRANSPORTATION,ELECTRIC SERVICES,4544418000,688823000,17.59
BKI,Black Knight Inc,1627014,TECHNOLOGY,SERVICES-PREPACKAGED SOFTWARE,9166574000,519400000,41.41
BKKT,Bakkt Holdings Inc,1820302,TECHNOLOGY,SERVICES-PREPACKAGED SOFTWARE,103743000,-220994000,None
BKNG,Booking Holdings Inc,1075531,ENERGY & TRANSPORTATION,TRANSPORTATION SERVICES,76474081000,5073000000,33.01
