Symbol,Name,CIK,Sector,Industry,MarketCapitalization,EBITDA,PERatio
COLB,Columbia Banking System Inc,887343,FINANCE,STATE COMMERCIAL BANKS,2320846000,None,10.32
COLD,Americold Realty Trust,1455863,REAL ESTATE & CONSTRUCTION,REAL ESTATE INVESTMENT TRUSTS,7680562000,443109000,None
COLI,Colicity Inc,1829615,REAL ESTATE & CONSTRUCTION,BLANK CHECKS,434269000,None,22.89
COLL,Collegium Pharmaceutical Inc,1267565,LIFE SCIENCES,PHARMACEUTICAL PREPARATIONS,768793000,162976000,20.63
COLM,Columbia Sportswear Company,1050797,MANUFACTURING,APPAREL & OTHER FINISHD PRODS OF FABRICS & SIMILAR MATL,5336180000,567899000,16.18
COMM,CommScope Holding Co Inc,1517228,MANUFACTURING,RADIO & TV BROADCASTING & COMMUNICATIONS EQUIPMENT,1509496000,1125100000,None
COMP,Compass Inc,1563190,TECHNOLOGY,SERVICES-COMPUTER PROGRAMMING SERVICES,976655000,-449800000,None
CONX,CONX Corp,1823000,REAL ESTATE & CONSTRUCTION,BLANK CHECKS,934518000,None,27.68
COO,Cooper Companies Inc,711404,LIFE SCIENCES,OPHTHALMIC GOODS,16421690000,884800000,42.88
COOK,Traeger Inc,1857853,MANUFACTURING,HOUSEHOLD APPLIANCES,322480000,-58439000,None
COOL,Corner Growth Acquisition Corp,1829953,REAL ESTATE & CONSTRUCTION,BLANK CHECKS,485500000,None,27.74
COOP,Mr. Cooper Group Inc,933136,FINANCE,FINANCE SERVICES,2874806000,1375000000,2.742
COP,ConocoPhillips,1163165,ENERGY & TRANSPORTATION,PETROLEUM REFINING,145852498000,34288001000,8.41
CORT,Corcept Therapeutics Incorporated,1088856,LIFE SCIENCES,PHARMACEUTICAL PREPARATIONS,2222972000,127687000,20.86
COSM,Cosmos Holdings Inc,1474167,REAL ESTATE & CONSTRUCTION,REAL ESTATE,1162643000,-305081,None
COST,Costco Wholesale Corp,909832,TRADE & SERVICES,RETAIL-VARIETY STORES,205343031000,9794000000,34.97
COTY,Coty Inc,1024305,LIFE SCIENCES,"PERFUMES, COSMETICS & OTHER TOILET PREPARATIONS",7072940000,882500000,92.44
COUP,Coupa Software Inc,1385867,TECHNOLOGY,SERVICES-PREPACKAGED SOFTWARE,5972507000,-142484000,None
COUR,Coursera Inc,1651562,TECHNOLOGY,SERVICES-PREPACKAGED SOFTWARE,1766289000,-165220992,None
COVA,COVA Acquisition Corp,1837160,REAL ESTATE & CONSTRUCTION,BLANK CHECKS,395625000,None,527.5
COWN,Cowen Group Inc,1466538,FINANCE,"SECURITY BROKERS, DEALERS & FLOTATION COMPANIES",1082473000,None,9.81
CP,Canadian Pacific Railway Ltd,16875,ENERGY & TRANSPORTATION,"RAILROADS, LINE-HAUL OPERATING",70205768000,4470000000,32.96
CPA,Copa Holdings SA,1345105,ENERGY & TRANSPORTATION,"AIR TRANSPORTATION, SCHEDULED",3334182000,619677000,9.22
CPAA,Conyers Park III Acquisition Corp,1841137,REAL ESTATE & CONSTRUCTION,BLANK CHECKS,441613000,None,41.23
CPAC,Cementos Pacasmayo SAA ADR,1221029,MANUFACTURING,"CEMENT, HYDRAULIC",459787000,505529000,9.42
CPAR,Catalyst Partners Acquisition Corp,1848410,REAL ESTATE & CONSTRUCTION,BLANK CHECKS,452488000,None,None
CPB,Campbell Soup Company,16732,MANUFACTURING,FOOD AND KINDRED PRODUCTS,17153527000,1598000000,21.7
CPE,Callon Petroleum Company,928022,ENERGY & TRANSPORTATION,CRUDE PETROLEUM & NATURAL GAS,2233924000,1862344000,1.737
CPF,Central Pacific Financial Corp,701347,FINANCE,STATE COMMERCIAL BANKS,537751000,None,7.21
CPG,Crescent Point Energy Corp.,1545851,ENERGY & TRANSPORTATION,CRUDE PETROLEUM & NATURAL GAS,3931167000,3941900000,2.658
CPK,Chesapeake Utilities Corporation,19745,ENERGY & TRANSPORTATION,NATURAL GAS TRANSMISISON & DISTRIBUTION,2119517000,214501000,24.58
CPNG,Coupang LLC,1834584,TRADE & SERVICES,RETAIL-CATALOG & MAIL-ORDER HOUSES,26784639000,-361849984,None
CPRI,Capri Holdings Ltd,1530721,MANUFACTURING,LEATHER & LEATHER PRODUCTS,7173770000,1198000000,9.81
CPRT,Copart Inc,900075,TRADE & SERVICES,RETAIL-AUTO DEALERS & GASOLINE STATIONS,28820912000,1492477000,26.89
CPRX,Catalyst Pharmaceuticals Inc,1369568,LIFE SCIENCES,PHARMACEUTICAL PREPARATIONS,1978390000,84436000,31.16
CPSI,Computer Programs and Systems Inc,1169445,TECHNOLOGY,SERVICES-COMPUTER PROGRAMMING SERVICES,394784000,48535000,22.11
CPT,Camden Property Trust,906345,REAL ESTATE & CONSTRUCTION,REAL ESTATE INVESTMENT TRUSTS,11735125000,803298000,14.34
CPTK,Crown PropTech Acquisitions,1827899,REAL ESTATE & CONSTRUCTION,BLANK CHECKS,348105000,None,126.12
CPUH,Compute Health Acquisition Corp,1828608,REAL ESTATE & CONSTRUCTION,BLANK CHECKS,1084589000,None,31.44
CPZ,Calamos LongShort Equity & Dynamic Income Trust,1717457,TECHNOLOGY,GENERAL,301943000,None,2.684
CR,Crane Company,25445,MANUFACTURING,MISCELLANEOUS FABRICATED METAL PRODUCTS,5566717000,565400000,17.04
CRAI,CRA International Inc,1053706,TRADE & SERVICES,SERVICES-LEGAL SERVICES,849407000,69972000,20.32
CRBG,Corebridge Financial Inc.,1889539,FINANCE,LIFE INSURANCE,13074150000,14377000000,1.129
CRBU,Caribou Biosciences Inc,1619856,LIFE SCIENCES,"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)",375770000,-94837000,None
CRC,California Resources Corp,1609253,ENERGY & TRANSPORTATION,CRUDE PETROLEUM & NATURAL GAS,3195984000,486000000,3.059
CRCT,Cricut Inc,1828962,TECHNOLOGY,"SPECIAL INDUSTRY MACHINERY, NEC",2230262000,120562000,36.07
CRDO,Credo Technology Group Holding Ltd,1807794,MANUFACTURING,SEMICONDUCTORS & RELATED DEVICES,1902036000,3199000,None
CRGY,Crescent Energy Co,1866175,ENERGY & TRANSPORTATION,CRUDE PETROLEUM & NATURAL GAS,2218836000,1182432000,1.853
CRH,CRH PLC ADR,849395,MANUFACTURING,"CEMENT, HYDRAULIC",29664543000,5455000000,11.12
CRI,Carter’s Inc,1060822,MANUFACTURING,APPAREL & OTHER FINISHD PRODS OF FABRICS & SIMILAR MATL,2749543000,487213000,10.75
CRK,Comstock Resources Inc,23194,ENERGY & TRANSPORTATION,CRUDE PETROLEUM & NATURAL GAS,3267937000,2686889000,3.698
CRL,Charles River Laboratories,1100682,TRADE & SERVICES,SERVICES-COMMERCIAL PHYSICAL & BIOLOGICAL RESEARCH,11116996000,982913000,25.95
CRM,Salesforce.com Inc,1108524,TECHNOLOGY,SERVICES-PREPACKAGED SOFTWARE,129440006000,2561000000,497.85
CRMT,Americas Car-Mart Inc,799850,TRADE & SERVICES,RETAIL-AUTO DEALERS & GASOLINE STATIONS,424929000,105895000,6.98
CRNC,Cerence Inc,1768267,TECHNOLOGY,SERVICES-PREPACKAGED SOFTWARE,741327000,54579000,24.1
CRNX,Crinetics Pharmaceuticals Inc,1658247,LIFE SCIENCES,PHARMACEUTICAL PREPARATIONS,898635000,-150276000,None
CRON,Cronos Group Inc,1656472,LIFE SCIENCES,MEDICINAL CHEMICALS & BOTANICAL PRODUCTS,962899000,-110447000,None
CROX,Crocs Inc,1334036,MANUFACTURING,RUBBER & PLASTICS FOOTWEAR,6359725000,907934000,11.24
CRS,Carpenter Technology Corporation,17843,MANUFACTURING,"STEEL WORKS, BLAST FURNACES & ROLLING MILLS (COKE OVENS)",1831217000,119800000,None
CRSP,Crispr Therapeutics AG,1674416,LIFE SCIENCES,"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)",3488785000,-662731008,11.85
CRSR,Corsair Gaming Inc,1743759,TECHNOLOGY,"COMPUTER PERIPHERAL EQUIPMENT, NEC",1406471000,10418000,27.43
CRTO,Criteo Sa,1576427,TRADE & SERVICES,SERVICES-ADVERTISING AGENCIES,1560664000,128132000,24.92
CRUS,Cirrus Logic Inc,772406,MANUFACTURING,SEMICONDUCTORS & RELATED DEVICES,4163683000,490617000,12.38
CRVL,CorVel Corp,874866,FINANCE,"INSURANCE AGENTS, BROKERS & SERVICE",2484462000,108401000,38.79
CRWD,Crowdstrike Holdings Inc,1535527,TECHNOLOGY,SERVICES-PREPACKAGED SOFTWARE,23905843000,-78354000,None
CS,Credit Suisse Group,1159510,FINANCE,"SECURITY BROKERS, DEALERS & FLOTATION COMPANIES",12300644000,None,None
CSAN,Cosan SA ADR,1430162,TRADE & SERVICES,RETAIL-AUTO DEALERS & GASOLINE STATIONS,6054747000,7270802000,19.62
CSCO,Cisco Systems Inc,858877,TECHNOLOGY,COMPUTER COMMUNICATIONS EQUIPMENT,195052585000,15862000000,17.14
CSGP,CoStar Group Inc,1057352,TRADE & SERVICES,"SERVICES-BUSINESS SERVICES, NEC",31270392000,611323000,91.54
CSGS,CSG Systems International Inc,1005757,TECHNOLOGY,SERVICES-COMPUTER PROCESSING & DATA PREPARATION,1790137000,156995000,43.71
CSII,Cardiovascular Systems Inc,1180145,LIFE SCIENCES,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,556614000,-33602000,None
CSIQ,Canadian Solar Inc,1375877,MANUFACTURING,SEMICONDUCTORS & RELATED DEVICES,2070439000,660450000,12.02
CSL,Carlisle Companies Incorporated,790051,MANUFACTURING,"FABRICATED RUBBER PRODUCTS, NEC",12302719000,1472900000,14.35
CSR,Centerspace,798359,REAL ESTATE & CONSTRUCTION,REAL ESTATE INVESTMENT TRUSTS,908660000,118015000,46.65
CSTA,Constellation Acquisition Corp I,1834032,REAL ESTATE & CONSTRUCTION,BLANK CHECKS,391375000,None,38.85
CSTL,Castle Biosciences Inc,1447362,LIFE SCIENCES,SERVICES-MEDICAL LABORATORIES,612148000,-75986000,None
CSTM,Constellium Nv,1563411,MANUFACTURING,SECONDARY SMELTING & REFINING OF NONFERROUS METALS,1695549000,578000000,5.93
CSTR,Capstar Financial Holdings Inc,1676479,FINANCE,STATE COMMERCIAL BANKS,388549000,None,9.38
CSV,Carriage Services Inc,1016281,TRADE & SERVICES,SERVICES-PERSONAL SERVICES,401714000,102406000,9.68
CSWC,Capital Southwest Corporation,17313,TECHNOLOGY,GENERAL,550376000,75579000,9.33
CSWI,CSW Industrials Inc,1624794,LIFE SCIENCES,ADHESIVES & SEALANTS,1870228000,156760000,22.84
CSX,CSX Corporation,277948,ENERGY & TRANSPORTATION,"RAILROADS, LINE-HAUL OPERATING",65700311000,7273000000,16.62
CTAQ,Carney Technology Acquisition Corp. II,1823634,REAL ESTATE & CONSTRUCTION,BLANK CHECKS,519295000,None,56.33
CTAS,Cintas Corporation,723254,MANUFACTURING,"MEN'S & BOYS' FURNISHGS, WORK CLOTHG, & ALLIED GARMENTS",46456041000,1990511000,37.2
CTBI,Community Trust Bancorp Inc,350852,FINANCE,STATE COMMERCIAL BANKS,817970000,None,10.35
CTIC,CTi Biopharma Corp,891293,LIFE SCIENCES,PHARMACEUTICAL PREPARATIONS,714413000,-89426000,None
CTKB,Cytek Biosciences Inc,1831915,LIFE SCIENCES,LABORATORY ANALYTICAL INSTRUMENTS,1364712000,1845000,None
CTLT,Catalent Inc,1596783,LIFE SCIENCES,PHARMACEUTICAL PREPARATIONS,7769046000,1111000000,18.85
CTO,CTO Realty Growth Inc,23795,REAL ESTATE & CONSTRUCTION,REAL ESTATE INVESTMENT TRUSTS,414793000,46936000,95.58
CTOS,Custom Truck One Source Inc,1709682,TRADE & SERVICES,"SERVICES-EQUIPMENT RENTAL & LEASING, NEC",1489404000,160351000,22.37
CTRA,Coterra Energy Inc,858470,ENERGY & TRANSPORTATION,CRUDE PETROLEUM & NATURAL GAS,19869368000,6879000000,4.574
CTRE,Caretrust Inc,1590717,REAL ESTATE & CONSTRUCTION,REAL ESTATE INVESTMENT TRUSTS,1836753000,155365000,270.43
CTS,CTS Corporation,26058,MANUFACTURING,PRINTED CIRCUIT BOARDS,1240447000,247625000,23.44
CTSH,Cognizant Technology Solutions Corp Class A,1058290,TECHNOLOGY,SERVICES-COMPUTER PROGRAMMING SERVICES,28789854000,3558000000,12.34
CTVA,Corteva Inc,1755672,LIFE SCIENCES,AGRICULTURAL PRODUCTION-CROPS,42426536000,3574000000,30.77
CUBE,CubeSmart,1298675,REAL ESTATE & CONSTRUCTION,REAL ESTATE INVESTMENT TRUSTS,9195104000,634338000,35.68
CUBI,Customers Bancorp Inc,1488813,FINANCE,STATE COMMERCIAL BANKS,918885000,None,3.204
CUK,Carnival Plc ADS,1125259,ENERGY & TRANSPORTATION,WATER TRANSPORTATION,8886050000,-2585999872,None
CURV,Torrid Holdings Inc,1792781,TRADE & SERVICES,RETAIL-APPAREL & ACCESSORY STORES,313053000,150800000,9.44
CUTR,Cutera Inc,1162461,LIFE SCIENCES,ELECTROMEDICAL & ELECTROTHERAPEUTIC APPARATUS,859159000,-32568000,None
CUZ,Cousins Properties Incorporated,25232,REAL ESTATE & CONSTRUCTION,REAL ESTATE INVESTMENT TRUSTS,3816137000,471999000,12.17
CVAC,CureVac NV,1809122,LIFE SCIENCES,PHARMACEUTICAL PREPARATIONS,1236840000,-752734016,None
CVBF,CVB Financial Corporation,354647,FINANCE,STATE COMMERCIAL BANKS,3644795000,None,16.82
CVCO,Cavco Industries Inc,278166,MANUFACTURING,MOBILE HOMES,1996182000,309434000,7.47
CVE,Cenovus Energy Inc,1475260,ENERGY & TRANSPORTATION,CRUDE PETROLEUM & NATURAL GAS,35488760000,12765000000,9.61
CVEO,Civeo Corp,1590584,REAL ESTATE & CONSTRUCTION,"HOTELS, ROOMING HOUSES, CAMPS & OTHER LODGING PLACES",431676000,123069000,19.8
CVEO,Civeo Corp,1590584,REAL ESTATE & CONSTRUCTION,"HOTELS, ROOMING HOUSES, CAMPS & OTHER LODGING PLACES",431676000,123069000,19.8
CVGW,Calavo Growers Inc,1133470,LIFE SCIENCES,AGRICULTURAL SERVICES,525213000,28094000,None
CVI,CVR Energy Inc,1376139,ENERGY & TRANSPORTATION,PETROLEUM REFINING,3089820000,1057000000,8.68
CVII,Churchill Capital Corp VII,1828248,REAL ESTATE & CONSTRUCTION,BLANK CHECKS,1712925000,None,34.24
CVLG,Covenant Logistics Group Inc,928658,ENERGY & TRANSPORTATION,TRUCKING (NO LOCAL),484715000,142912000,5.03
CVLT,CommVault Systems Inc,1169561,TECHNOLOGY,SERVICES-PREPACKAGED SOFTWARE,2803662000,52957000,110.16
CVNA,Carvana Co,1690820,TRADE & SERVICES,RETAIL-AUTO DEALERS & GASOLINE STATIONS,721056000,-917000000,None
CVRX,CVRx Inc,1235912,LIFE SCIENCES,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,343962000,-39496000,0.252
CVS,CVS Health Corp,64803,TRADE & SERVICES,RETAIL-DRUG STORES AND PROPRIETARY STORES,122724803000,19101000000,39.41
CVT,Cvent Holding Corp,1827075,TECHNOLOGY,SERVICES-PREPACKAGED SOFTWARE,2515318000,-13538000,None
CVX,Chevron Corp,93410,ENERGY & TRANSPORTATION,PETROLEUM REFINING,343027712000,52928999000,10.09
CW,Curtiss-Wright Corporation,26324,TECHNOLOGY,MISC INDUSTRIAL & COMMERCIAL MACHINERY & EQUIPMENT,6320771000,497941000,24.52
CWAN,Clearwater Analytics Holdings Inc,1866368,TECHNOLOGY,SERVICES-PREPACKAGED SOFTWARE,5470353000,6684000,None
CWEN,Clearway Energy Inc Class C,1567683,ENERGY & TRANSPORTATION,ELECTRIC SERVICES,6293695000,903000000,6.63
CWH,Camping World Holdings Inc,1669779,TRADE & SERVICES,RETAIL-AUTO DEALERS & GASOLINE STATIONS,941563000,737627000,4.843
CWK,Cushman & Wakefield plc,1628369,REAL ESTATE & CONSTRUCTION,REAL ESTATE,2727144000,838500000,8.69
CWST,Casella Waste Systems Inc,911177,ENERGY & TRANSPORTATION,REFUSE SYSTEMS,4170600000,223240000,78.35
CWT,California Water Service Group,1035201,ENERGY & TRANSPORTATION,WATER SUPPLY,3335492000,247047000,41.11
CX,Cemex SAB de CV ADR,1076378,MANUFACTURING,"CEMENT, HYDRAULIC",6144117000,1847512000,1.104
CXAC,C5 Acquisition Corp,1856242,REAL ESTATE & CONSTRUCTION,BLANK CHECKS,365844000,None,None
CXM,Sprinklr Inc,1569345,TECHNOLOGY,SERVICES-PREPACKAGED SOFTWARE,2046499000,-66770000,None
CXW,CoreCivic Inc,1070985,REAL ESTATE & CONSTRUCTION,REAL ESTATE INVESTMENT TRUSTS,1363675000,321967000,11.3
CYBR,CyberArk Software Ltd,1598110,TECHNOLOGY,SERVICES-PREPACKAGED SOFTWARE,5025613000,-118642000,None
CYH,Community Health Systems Inc,1108109,LIFE SCIENCES,"SERVICES-GENERAL MEDICAL & SURGICAL HOSPITALS, NEC",522686000,1275000000,1.552
CYRX,Cryoport Inc,1124524,LIFE SCIENCES,PHARMACEUTICAL PREPARATIONS,803597000,-2892000,None
CYTK,Cytokinetics Inc,1061983,LIFE SCIENCES,PHARMACEUTICAL PREPARATIONS,4314227000,-213986000,None
CYXT,Cyxtera Technologies Inc,1794905,REAL ESTATE & CONSTRUCTION,BLANK CHECKS,305351000,146400000,None
CZFS,Citizens Financial Services Inc. Common Stock,739421,FINANCE,STATE COMMERCIAL BANKS,308672000,None,10.96
CZNC,Citizens & Northern Corp,810958,FINANCE,STATE COMMERCIAL BANKS,361624000,None,13.97
CZR,Caesars Entertainment Corporation,1590895,REAL ESTATE & CONSTRUCTION,HOTELS & MOTELS,9138366000,2687000000,None
D,Dominion Energy Inc,715957,ENERGY & TRANSPORTATION,ELECTRIC SERVICES,50404807000,7295000000,28.27
DAC,Danaos Corporation,1369241,ENERGY & TRANSPORTATION,DEEP SEA FOREIGN TRANSPORTATION OF FREIGHT,1104824000,646297000,2.026
DADA,Dada Nexus Ltd,1793862,TECHNOLOGY,"SERVICES-COMPUTER PROGRAMMING, DATA PROCESSING, ETC.",1610211000,-2139661696,None
DAL,Delta Air Lines Inc,27904,ENERGY & TRANSPORTATION,"AIR TRANSPORTATION, SCHEDULED",21107907000,4472000000,253.23
DAN,Dana Inc,26780,MANUFACTURING,MOTOR VEHICLE PARTS & ACCESSORIES,2138827000,592000000,22.27
DAO,Youdao Inc,1781753,TRADE & SERVICES,SERVICES-EDUCATIONAL SERVICES,804942000,-949777984,None
DAR,Darling Ingredients Inc,916540,MANUFACTURING,FATS & OILS,9829421000,1049956000,13.3
DASH,DoorDash Inc,1792789,TRADE & SERVICES,"SERVICES-BUSINESS SERVICES, NEC",19678718000,-652000000,None
DAVA,Endava Ltd,1656081,TECHNOLOGY,SERVICES-COMPUTER PROGRAMMING SERVICES,4244872000,117300000,37.96
DAWN,Day One Biopharmaceuticals Inc,1845337,LIFE SCIENCES,PHARMACEUTICAL PREPARATIONS,1431273000,-126088000,3.538
DB,Deutsche Bank AG NA O.N.,1159508,FINANCE,STATE COMMERCIAL BANKS,23218387000,None,6.73
DBI,Designer Brands Inc,1319947,TRADE & SERVICES,RETAIL-SHOE STORES,624870000,284939000,5.4
DBRG,Digitalbridge Group Inc,1679688,REAL ESTATE & CONSTRUCTION,REAL ESTATE INVESTMENT TRUSTS,1771637000,442366000,None
DBVT,DBV Technologies,1613780,LIFE SCIENCES,"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)",310889000,-73202000,None
DBX,Dropbox Inc,1467623,TECHNOLOGY,SERVICES-PREPACKAGED SOFTWARE,8154305000,517200000,24.17
DCBO,Docebo Inc,1829959,TECHNOLOGY,SERVICES-PREPACKAGED SOFTWARE,1051034000,-9784000,266.17
DCGO,DocGo Inc,1822359,ENERGY & TRANSPORTATION,LOCAL & SUBURBAN TRANSIT & INTERURBAN HWY PASSENGER TRANS,710535000,46015700,14.4
DCI,Donaldson Company Inc,29644,TECHNOLOGY,INDUSTRIAL & COMMERCIAL FANS & BLOWERS & AIR PURIFING EQUIP,7264714000,559100000,21.71
DCO,Ducommun Incorporated,30305,MANUFACTURING,"AIRCRAFT PARTS & AUXILIARY EQUIPMENT, NEC",588419000,76320000,4.519
DCOM,Dime Community Bancshares Inc,846617,FINANCE,NATIONAL COMMERCIAL BANKS,1227029000,None,8.91
DCP,DCP Midstream LP,1338065,ENERGY & TRANSPORTATION,NATURAL GAS TRANSMISSION,8075404000,1166000000,7.72
DCPH,Deciphera Pharmaceuticals LLC,1654151,LIFE SCIENCES,PHARMACEUTICAL PREPARATIONS,1070404000,-194636992,None
DCRD,Decarbonization Plus Acquisition Corporation IV,1848959,REAL ESTATE & CONSTRUCTION,BLANK CHECKS,403218000,None,31.29
DCT,Duck Creek Technologies Inc,1160951,TECHNOLOGY,SERVICES-PREPACKAGED SOFTWARE,1526510000,13861000,None
DD,Dupont De Nemours Inc,1666700,LIFE SCIENCES,"PLASTIC MATERIALS, SYNTH RESINS & NONVULCAN ELASTOMERS",33558098000,4264000000,21.31
DDD,3D Systems Corporation,910638,TECHNOLOGY,SERVICES-PREPACKAGED SOFTWARE,971910000,-56555000,3.546
DDI,Doubledown Interactive Co Ltd,1799567,TECHNOLOGY,SERVICES-COMPUTER PROCESSING & DATA PREPARATION,450440000,99166000,17.48
DDL,Dingdong  ADR,1854545,TRADE & SERVICES,RETAIL-CATALOG & MAIL-ORDER HOUSES,935870000,-1496715008,None
DDOG,Datadog Inc,1561550,TECHNOLOGY,SERVICES-PREPACKAGED SOFTWARE,22997694000,9851000,7240
DDS,Dillards Inc,28917,TRADE & SERVICES,RETAIL-DEPARTMENT STORES,5454452000,1390838000,6.35
DE,Deere & Company,315189,TECHNOLOGY,FARM MACHINERY & EQUIPMENT,130308686000,10804000000,18.77
DEA,Eerly Govt Ppty Inc,1622194,REAL ESTATE & CONSTRUCTION,REAL ESTATE INVESTMENT TRUSTS,2480867000,169895000,58.42
DECK,Deckers Outdoor Corporation,910521,MANUFACTURING,RUBBER & PLASTICS FOOTWEAR,10286057000,607306000,22.58
DEI,Douglas Emmett Inc,1364250,REAL ESTATE & CONSTRUCTION,REAL ESTATE INVESTMENT TRUSTS,3266337000,591472000,30.41
DELL,Dell Technologies Inc,1571996,TECHNOLOGY,ELECTRONIC COMPUTERS,28014926000,9060000000,16.79
DEN,Denbury Resources Inc,945764,ENERGY & TRANSPORTATION,CRUDE PETROLEUM & NATURAL GAS,4204622000,741867000,8.41
DENN,Denny’s Corp,852772,TRADE & SERVICES,RETAIL-EATING PLACES,518534000,72156000,5.7
DEO,Diageo PLC ADR,835403,MANUFACTURING,BEVERAGES,100924645000,5166000000,26.22
DESP,Despegar.com Corp,1703141,ENERGY & TRANSPORTATION,TRANSPORTATION SERVICES,330526000,29982000,None
DFH,Dream Finders Homes Inc,1825088,REAL ESTATE & CONSTRUCTION,OPERATIVE BUILDERS,881220000,310559000,4.095
DFIN,Donnelley Financial Solutions Inc,1669811,TRADE & SERVICES,SERVICES-MISCELLANEOUS BUSINESS SERVICES,1088189000,187100000,10.56
DFLI,Chardan NexTech Acquisition 2 Corp,1847986,REAL ESTATE & CONSTRUCTION,BLANK CHECKS,469509000,-2777000,None
DFS,Discover Financial Services,1393612,FINANCE,PERSONAL CREDIT INSTITUTIONS,26666856000,None,6.34
DG,Dollar General Corporation,29534,TRADE & SERVICES,RETAIL-VARIETY STORES,55345996000,3893282000,24.08
DGII,Digi International Inc,854775,TECHNOLOGY,COMPUTER COMMUNICATIONS EQUIPMENT,1323588000,74267000,66.27
DGNU,Dragoneer Growth Opportunities III Corp,1827076,REAL ESTATE & CONSTRUCTION,BLANK CHECKS,530809000,None,75.73
DGX,Quest Diagnostics Incorporated,1022079,LIFE SCIENCES,SERVICES-MEDICAL LABORATORIES,17801677000,2304000000,15.34
DH,Definitive Healthcare Corp,1861795,TECHNOLOGY,SERVICES-PREPACKAGED SOFTWARE,1201064000,24968000,None
DHCA,DHC Acquisition Corp,1838163,REAL ESTATE & CONSTRUCTION,BLANK CHECKS,389907000,None,63
DHHC,DiamondHead Holdings Corp,1830188,REAL ESTATE & CONSTRUCTION,BLANK CHECKS,431681000,None,91
DHI,DR Horton Inc,882184,REAL ESTATE & CONSTRUCTION,OPERATIVE BUILDERS,31129911000,7765400000,5.47
DHIL,Diamond Hill Investment Group Inc,909108,FINANCE,INVESTMENT ADVICE,542704000,73393000,13.02
DHR,Danaher Corporation,313616,LIFE SCIENCES,"INDUSTRIAL INSTRUMENTS FOR MEASUREMENT, DISPLAY, AND CONTROL",188302197000,10896000000,28.52
DHT,DHT Holdings Inc,1331284,ENERGY & TRANSPORTATION,DEEP SEA FOREIGN TRANSPORTATION OF FREIGHT,1465503000,96684000,None
DICE,Dice Molecules Holdings LLC,1645569,LIFE SCIENCES,PHARMACEUTICAL PREPARATIONS,1514250000,-77232000,12.51
DIN,Dine Brands Global Inc,49754,TRADE & SERVICES,RETAIL-EATING PLACES,1025217000,231747000,12.18
DINO,HF Sinclair Corp,1915657,ENERGY & TRANSPORTATION,PIPE LINES (NO NATURAL GAS),9855892000,4093729000,4.412
DIOD,Diodes Incorporated,29002,MANUFACTURING,SEMICONDUCTORS & RELATED DEVICES,3619856000,522667000,12.05
DIS,Walt Disney Company,1744489,TRADE & SERVICES,SERVICES-MISCELLANEOUS AMUSEMENT & RECREATION,158050550000,11995000000,49.53
DISA,Disruptive Acquisition Corporation I,1838831,REAL ESTATE & CONSTRUCTION,BLANK CHECKS,345813000,None,59.18
DISH,DISH Network Corporation,1001082,TECHNOLOGY,CABLE & OTHER PAY TELEVISION SERVICES,7674009000,3074426000,4.788
DJCO,Daily Journal Corp,783412,MANUFACTURING,NEWSPAPERS: PUBLISHING OR PUBLISHING & PRINTING,414211000,4047000,20.56
DK,Delek US Energy Inc,1694426,ENERGY & TRANSPORTATION,PETROLEUM REFINING,1924902000,782200000,7.03
DKL,Delek Logistics Partners LP,1552797,ENERGY & TRANSPORTATION,PIPE LINES (NO NATURAL GAS),1978460000,259832000,12.03
DKNG,DraftKings Inc,1883685,TRADE & SERVICES,SERVICES-MISCELLANEOUS AMUSEMENT & RECREATION,5206637000,-1454907008,None
DKS,Dick’s Sporting Goods Inc,1089063,TRADE & SERVICES,RETAIL-MISCELLANEOUS SHOPPING GOODS STORES,9267018000,1959692000,9.8
DKS,Dick’s Sporting Goods Inc,1089063,TRADE & SERVICES,RETAIL-MISCELLANEOUS SHOPPING GOODS STORES,9267018000,1959692000,9.8
DLB,Dolby Laboratories,1308547,REAL ESTATE & CONSTRUCTION,PATENT OWNERS & LESSORS,6613846000,305689000,37.84
DLO,Dlocal Ltd,1846832,TRADE & SERVICES,"SERVICES-BUSINESS SERVICES, NEC",4463454000,124339000,37.7
DLR,Digital Realty Trust Inc,1297996,REAL ESTATE & CONSTRUCTION,REAL ESTATE INVESTMENT TRUSTS,29637321000,2153482000,20.67
DLTR,Dollar Tree Inc,935703,TRADE & SERVICES,RETAIL-VARIETY STORES,31388221000,2995000000,19.52
DLX,Deluxe Corporation,27996,MANUFACTURING,"BLANKBOOKS, LOOSELEAF BINDERS & BOOKBINDG & RELATD WORK",734608000,347654000,12.34
DLX,Deluxe Corporation,27996,MANUFACTURING,"BLANKBOOKS, LOOSELEAF BINDERS & BOOKBINDG & RELATD WORK",734608000,347654000,12.34
DM,Desktop Metal Inc,1754820,TECHNOLOGY,"COMPUTER PERIPHERAL EQUIPMENT, NEC",387444000,-169410000,None
DM,Desktop Metal Inc,1754820,TECHNOLOGY,"COMPUTER PERIPHERAL EQUIPMENT, NEC",387444000,-169410000,None
